,x,y,z,CONFD
135,0.01,0.35,0.64,0.7772998611746911
136,0.01,0.36,0.63,0.7772998611746911
137,0.01,0.37,0.62,0.7772998611746911
138,0.01,0.38,0.61,0.7772998611746911
139,0.01,0.39,0.6,0.7772998611746911
140,0.01,0.4,0.59,0.7772998611746911
141,0.01,0.41,0.58,0.7772998611746911
142,0.01,0.42,0.57,0.7772998611746911
143,0.01,0.43,0.56,0.7772998611746911
144,0.01,0.44,0.55,0.7772998611746911
145,0.01,0.45,0.54,0.7772998611746911
146,0.01,0.46,0.53,0.7772998611746911
147,0.01,0.47,0.52,0.7772998611746911
148,0.01,0.48,0.51,0.7772998611746911
149,0.01,0.49,0.5,0.7772998611746911
150,0.01,0.5,0.49,0.7772998611746911
151,0.01,0.51,0.48,1.0
152,0.01,0.52,0.47,1.0
153,0.01,0.53,0.46,1.0
154,0.01,0.54,0.45,1.0
155,0.01,0.55,0.44,1.0
156,0.01,0.56,0.43,1.0
157,0.01,0.57,0.42,1.0
158,0.01,0.58,0.41,1.0
159,0.01,0.59,0.4,1.0
160,0.01,0.6,0.39,1.0
161,0.01,0.61,0.38,1.0
162,0.01,0.62,0.37,1.0
163,0.01,0.63,0.36,1.0
164,0.01,0.64,0.35,1.0
165,0.01,0.65,0.34,1.0
166,0.01,0.66,0.33,1.0
167,0.01,0.67,0.32,1.0
168,0.01,0.68,0.31,1.0
169,0.01,0.69,0.3,1.0
170,0.01,0.7,0.29,1.0
171,0.01,0.71,0.28,1.0
172,0.01,0.72,0.27,1.0
173,0.01,0.73,0.26,1.0
174,0.01,0.74,0.25,1.0
175,0.01,0.75,0.24,1.0
176,0.01,0.76,0.23,1.0
177,0.01,0.77,0.22,1.0
178,0.01,0.78,0.21,1.0
179,0.01,0.79,0.2,1.0
180,0.01,0.8,0.19,1.0
181,0.01,0.81,0.18,1.0
182,0.01,0.82,0.17,0.679178699175393
183,0.01,0.83,0.16,0.679178699175393
184,0.01,0.84,0.15,0.43782349911420193
185,0.01,0.85,0.14,0.679178699175393
186,0.01,0.86,0.13,0.679178699175393
187,0.01,0.87,0.12,0.679178699175393
188,0.01,0.88,0.11,0.679178699175393
189,0.01,0.89,0.1,0.679178699175393
190,0.01,0.9,0.09,0.679178699175393
191,0.01,0.91,0.08,0.679178699175393
192,0.01,0.92,0.07,0.679178699175393
193,0.01,0.93,0.06,0.679178699175393
194,0.01,0.94,0.05,0.679178699175393
195,0.01,0.95,0.04,0.679178699175393
196,0.01,0.96,0.03,0.679178699175393
197,0.01,0.97,0.02,0.679178699175393
198,0.01,0.98,0.01,0.679178699175393
199,0.02,0.0,0.98,0.7772998611746911
200,0.02,0.01,0.97,0.7772998611746911
201,0.02,0.02,0.96,0.7772998611746911
202,0.02,0.03,0.95,0.7772998611746911
203,0.02,0.04,0.94,0.7772998611746911
204,0.02,0.05,0.93,0.7772998611746911
205,0.02,0.06,0.92,0.7772998611746911
206,0.02,0.07,0.91,0.7772998611746911
207,0.02,0.08,0.9,0.7772998611746911
208,0.02,0.09,0.89,0.7772998611746911
209,0.02,0.1,0.88,0.7772998611746911
210,0.02,0.11,0.87,0.7772998611746911
211,0.02,0.12,0.86,0.7772998611746911
212,0.02,0.13,0.85,0.7772998611746911
213,0.02,0.14,0.84,0.7772998611746911
214,0.02,0.15,0.83,0.7772998611746911
215,0.02,0.16,0.82,0.7772998611746911
216,0.02,0.17,0.81,0.7772998611746911
217,0.02,0.18,0.8,0.7772998611746911
218,0.02,0.19,0.79,0.7772998611746911
219,0.02,0.2,0.78,0.7772998611746911
220,0.02,0.21,0.77,0.7772998611746911
221,0.02,0.22,0.76,0.7772998611746911
222,0.02,0.23,0.75,0.7772998611746911
223,0.02,0.24,0.74,0.7772998611746911
224,0.02,0.25,0.73,0.7772998611746911
225,0.02,0.26,0.72,0.7772998611746911
226,0.02,0.27,0.71,0.7772998611746911
227,0.02,0.28,0.7,0.7772998611746911
228,0.02,0.29,0.69,0.7772998611746911
229,0.02,0.3,0.68,0.7772998611746911
230,0.02,0.31,0.67,0.7772998611746911
231,0.02,0.32,0.66,0.7772998611746911
232,0.02,0.33,0.65,0.7772998611746911
233,0.02,0.34,0.64,0.7772998611746911
234,0.02,0.35,0.63,0.7772998611746911
235,0.02,0.36,0.62,0.7772998611746911
236,0.02,0.37,0.61,0.7772998611746911
237,0.02,0.38,0.6,0.7772998611746911
238,0.02,0.39,0.59,0.7772998611746911
239,0.02,0.4,0.58,0.7772998611746911
240,0.02,0.41,0.57,0.7772998611746911
241,0.02,0.42,0.56,0.7772998611746911
242,0.02,0.43,0.55,0.7772998611746911
243,0.02,0.44,0.54,0.7772998611746911
244,0.02,0.45,0.53,0.7772998611746911
245,0.02,0.46,0.52,0.7772998611746911
246,0.02,0.47,0.51,0.7772998611746911
247,0.02,0.48,0.5,0.7772998611746911
248,0.02,0.49,0.49,0.7772998611746911
249,0.02,0.5,0.48,1.0
250,0.02,0.51,0.47,1.0
251,0.02,0.52,0.46,1.0
252,0.02,0.53,0.45,1.0
253,0.02,0.54,0.44,1.0
254,0.02,0.55,0.43,1.0
255,0.02,0.56,0.42,1.0
256,0.02,0.57,0.41,1.0
257,0.02,0.58,0.4,1.0
258,0.02,0.59,0.39,1.0
259,0.02,0.6,0.38,1.0
260,0.02,0.61,0.37,1.0
261,0.02,0.62,0.36,1.0
262,0.02,0.63,0.35,1.0
263,0.02,0.64,0.34,1.0
264,0.02,0.65,0.33,1.0
265,0.02,0.66,0.32,1.0
266,0.02,0.67,0.31,1.0
267,0.02,0.68,0.3,1.0
268,0.02,0.69,0.29,1.0
269,0.02,0.7,0.28,1.0
270,0.02,0.71,0.27,1.0
271,0.02,0.72,0.26,1.0
272,0.02,0.73,0.25,1.0
273,0.02,0.74,0.24,1.0
274,0.02,0.75,0.23,1.0
275,0.02,0.76,0.22,1.0
276,0.02,0.77,0.21,1.0
277,0.02,0.78,0.2,1.0
278,0.02,0.79,0.19,1.0
279,0.02,0.8,0.18,1.0
280,0.02,0.81,0.17,1.0
281,0.02,0.82,0.16,0.679178699175393
282,0.02,0.83,0.15,0.43782349911420193
283,0.02,0.84,0.14,0.679178699175393
284,0.02,0.85,0.13,0.679178699175393
285,0.02,0.86,0.12,0.679178699175393
286,0.02,0.87,0.11,0.679178699175393
287,0.02,0.88,0.1,0.679178699175393
288,0.02,0.89,0.09,0.22270013882530884
289,0.02,0.9,0.08,0.679178699175393
290,0.02,0.91,0.07,0.679178699175393
291,0.02,0.92,0.06,0.679178699175393
292,0.02,0.93,0.05,0.679178699175393
293,0.02,0.94,0.04,0.679178699175393
294,0.02,0.95,0.03,0.679178699175393
295,0.02,0.96,0.02,0.679178699175393
296,0.02,0.97,0.01,0.679178699175393
297,0.03,0.0,0.97,0.7772998611746911
298,0.03,0.01,0.96,0.7772998611746911
299,0.03,0.02,0.95,0.7772998611746911
300,0.03,0.03,0.94,0.7772998611746911
301,0.03,0.04,0.93,0.7772998611746911
302,0.03,0.05,0.92,0.7772998611746911
303,0.03,0.06,0.91,0.7772998611746911
304,0.03,0.07,0.9,0.7772998611746911
305,0.03,0.08,0.89,0.7772998611746911
306,0.03,0.09,0.88,0.7772998611746911
307,0.03,0.1,0.87,0.7772998611746911
308,0.03,0.11,0.86,0.7772998611746911
309,0.03,0.12,0.85,0.7772998611746911
310,0.03,0.13,0.84,0.7772998611746911
311,0.03,0.14,0.83,0.7772998611746911
312,0.03,0.15,0.82,0.7772998611746911
313,0.03,0.16,0.81,0.7772998611746911
314,0.03,0.17,0.8,0.7772998611746911
315,0.03,0.18,0.79,0.7772998611746911
316,0.03,0.19,0.78,0.7772998611746911
317,0.03,0.2,0.77,0.7772998611746911
318,0.03,0.21,0.76,0.7772998611746911
319,0.03,0.22,0.75,0.7772998611746911
320,0.03,0.23,0.74,0.7772998611746911
321,0.03,0.24,0.73,0.7772998611746911
322,0.03,0.25,0.72,0.7772998611746911
323,0.03,0.26,0.71,0.7772998611746911
324,0.03,0.27,0.7,0.7772998611746911
325,0.03,0.28,0.69,0.7772998611746911
326,0.03,0.29,0.68,0.7772998611746911
327,0.03,0.3,0.67,0.7772998611746911
328,0.03,0.31,0.66,0.7772998611746911
329,0.03,0.32,0.65,0.7772998611746911
330,0.03,0.33,0.64,0.7772998611746911
331,0.03,0.34,0.63,0.7772998611746911
332,0.03,0.35,0.62,0.7772998611746911
333,0.03,0.36,0.61,0.7772998611746911
334,0.03,0.37,0.6,0.7772998611746911
335,0.03,0.38,0.59,0.7772998611746911
336,0.03,0.39,0.58,0.7772998611746911
337,0.03,0.4,0.57,0.7772998611746911
338,0.03,0.41,0.56,0.7772998611746911
339,0.03,0.42,0.55,0.7772998611746911
340,0.03,0.43,0.54,0.7772998611746911
341,0.03,0.44,0.53,0.7772998611746911
342,0.03,0.45,0.52,0.7772998611746911
343,0.03,0.46,0.51,0.7772998611746911
344,0.03,0.47,0.5,0.7772998611746911
345,0.03,0.48,0.49,0.7772998611746911
346,0.03,0.49,0.48,1.0
347,0.03,0.5,0.47,1.0
348,0.03,0.51,0.46,1.0
349,0.03,0.52,0.45,1.0
350,0.03,0.53,0.44,1.0
351,0.03,0.54,0.43,1.0
352,0.03,0.55,0.42,1.0
353,0.03,0.56,0.41,1.0
354,0.03,0.57,0.4,1.0
355,0.03,0.58,0.39,1.0
356,0.03,0.59,0.38,1.0
357,0.03,0.6,0.37,1.0
358,0.03,0.61,0.36,1.0
359,0.03,0.62,0.35,1.0
360,0.03,0.63,0.34,1.0
361,0.03,0.64,0.33,1.0
362,0.03,0.65,0.32,1.0
363,0.03,0.66,0.31,1.0
364,0.03,0.67,0.3,1.0
365,0.03,0.68,0.29,1.0
366,0.03,0.69,0.28,1.0
367,0.03,0.7,0.27,1.0
368,0.03,0.71,0.26,1.0
369,0.03,0.72,0.25,1.0
370,0.03,0.73,0.24,1.0
371,0.03,0.74,0.23,1.0
372,0.03,0.75,0.22,1.0
373,0.03,0.76,0.21,1.0
374,0.03,0.77,0.2,1.0
375,0.03,0.78,0.19,1.0
376,0.03,0.79,0.18,1.0
377,0.03,0.8,0.17,0.679178699175393
378,0.03,0.81,0.16,0.679178699175393
379,0.03,0.82,0.15,0.43782349911420193
380,0.03,0.83,0.14,0.679178699175393
381,0.03,0.84,0.13,0.679178699175393
382,0.03,0.85,0.12,0.679178699175393
383,0.03,0.86,0.11,0.679178699175393
384,0.03,0.87,0.1,0.679178699175393
385,0.03,0.88,0.09,0.679178699175393
386,0.03,0.89,0.08,0.679178699175393
387,0.03,0.9,0.07,0.679178699175393
388,0.03,0.91,0.06,0.679178699175393
389,0.03,0.92,0.05,0.679178699175393
390,0.03,0.93,0.04,0.679178699175393
391,0.03,0.94,0.03,0.679178699175393
392,0.03,0.95,0.02,0.679178699175393
393,0.03,0.96,0.01,0.679178699175393
394,0.04,0.0,0.96,0.7772998611746911
395,0.04,0.01,0.95,0.7772998611746911
396,0.04,0.02,0.94,0.7772998611746911
397,0.04,0.03,0.93,0.7772998611746911
398,0.04,0.04,0.92,0.7772998611746911
399,0.04,0.05,0.91,0.7772998611746911
400,0.04,0.06,0.9,0.7772998611746911
401,0.04,0.07,0.89,0.7772998611746911
402,0.04,0.08,0.88,0.7772998611746911
403,0.04,0.09,0.87,0.7772998611746911
404,0.04,0.1,0.86,0.7772998611746911
405,0.04,0.11,0.85,0.7772998611746911
406,0.04,0.12,0.84,0.7772998611746911
407,0.04,0.13,0.83,0.7772998611746911
408,0.04,0.14,0.82,0.7772998611746911
409,0.04,0.15,0.81,0.7772998611746911
410,0.04,0.16,0.8,0.7772998611746911
411,0.04,0.17,0.79,0.7772998611746911
412,0.04,0.18,0.78,0.7772998611746911
413,0.04,0.19,0.77,0.7772998611746911
414,0.04,0.2,0.76,0.7772998611746911
415,0.04,0.21,0.75,0.7772998611746911
416,0.04,0.22,0.74,0.7772998611746911
417,0.04,0.23,0.73,0.7772998611746911
418,0.04,0.24,0.72,0.7772998611746911
419,0.04,0.25,0.71,0.7772998611746911
420,0.04,0.26,0.7,0.7772998611746911
421,0.04,0.27,0.69,0.7772998611746911
422,0.04,0.28,0.68,0.7772998611746911
423,0.04,0.29,0.67,0.7772998611746911
424,0.04,0.3,0.66,0.7772998611746911
425,0.04,0.31,0.65,0.7772998611746911
426,0.04,0.32,0.64,0.7772998611746911
427,0.04,0.33,0.63,0.7772998611746911
428,0.04,0.34,0.62,0.7772998611746911
429,0.04,0.35,0.61,0.7772998611746911
430,0.04,0.36,0.6,0.7772998611746911
431,0.04,0.37,0.59,0.7772998611746911
432,0.04,0.38,0.58,0.7772998611746911
433,0.04,0.39,0.57,0.7772998611746911
434,0.04,0.4,0.56,0.7772998611746911
435,0.04,0.41,0.55,0.7772998611746911
436,0.04,0.42,0.54,0.7772998611746911
437,0.04,0.43,0.53,0.7772998611746911
438,0.04,0.44,0.52,0.7772998611746911
439,0.04,0.45,0.51,0.7772998611746911
440,0.04,0.46,0.5,0.7772998611746911
441,0.04,0.47,0.49,0.7772998611746911
442,0.04,0.48,0.48,0.7772998611746911
443,0.04,0.49,0.47,1.0
444,0.04,0.5,0.46,1.0
445,0.04,0.51,0.45,1.0
446,0.04,0.52,0.44,1.0
447,0.04,0.53,0.43,1.0
448,0.04,0.54,0.42,1.0
449,0.04,0.55,0.41,1.0
450,0.04,0.56,0.4,1.0
451,0.04,0.57,0.39,1.0
452,0.04,0.58,0.38,1.0
453,0.04,0.59,0.37,1.0
454,0.04,0.6,0.36,1.0
455,0.04,0.61,0.35,1.0
456,0.04,0.62,0.34,1.0
457,0.04,0.63,0.33,1.0
458,0.04,0.64,0.32,1.0
459,0.04,0.65,0.31,1.0
460,0.04,0.66,0.3,1.0
461,0.04,0.67,0.29,1.0
462,0.04,0.68,0.28,1.0
463,0.04,0.69,0.27,1.0
464,0.04,0.7,0.26,1.0
465,0.04,0.71,0.25,1.0
466,0.04,0.72,0.24,1.0
467,0.04,0.73,0.23,1.0
468,0.04,0.74,0.22,1.0
469,0.04,0.75,0.21,1.0
470,0.04,0.76,0.2,1.0
471,0.04,0.77,0.19,1.0
472,0.04,0.78,0.18,1.0
473,0.04,0.79,0.17,0.679178699175393
474,0.04,0.8,0.16,0.679178699175393
475,0.04,0.81,0.15,0.43782349911420193
476,0.04,0.82,0.14,0.679178699175393
477,0.04,0.83,0.13,0.679178699175393
478,0.04,0.84,0.12,0.679178699175393
479,0.04,0.85,0.11,0.679178699175393
480,0.04,0.86,0.1,0.679178699175393
481,0.04,0.87,0.09,0.679178699175393
482,0.04,0.88,0.08,0.679178699175393
483,0.04,0.89,0.07,0.679178699175393
484,0.04,0.9,0.06,0.679178699175393
485,0.04,0.91,0.05,0.679178699175393
486,0.04,0.92,0.04,0.679178699175393
487,0.04,0.93,0.03,0.679178699175393
488,0.04,0.94,0.02,0.679178699175393
489,0.04,0.95,0.01,0.679178699175393
490,0.05,0.0,0.95,0.7772998611746911
491,0.05,0.01,0.94,0.7772998611746911
492,0.05,0.02,0.93,0.7772998611746911
493,0.05,0.03,0.92,0.7772998611746911
494,0.05,0.04,0.91,0.7772998611746911
495,0.05,0.05,0.9,0.7772998611746911
496,0.05,0.06,0.89,0.7772998611746911
497,0.05,0.07,0.88,0.7772998611746911
498,0.05,0.08,0.87,0.7772998611746911
499,0.05,0.09,0.86,0.7772998611746911
500,0.05,0.1,0.85,0.7772998611746911
501,0.05,0.11,0.84,0.7772998611746911
502,0.05,0.12,0.83,0.7772998611746911
503,0.05,0.13,0.82,0.7772998611746911
504,0.05,0.14,0.81,0.7772998611746911
505,0.05,0.15,0.8,0.7772998611746911
506,0.05,0.16,0.79,0.7772998611746911
507,0.05,0.17,0.78,0.7772998611746911
508,0.05,0.18,0.77,0.7772998611746911
509,0.05,0.19,0.76,0.7772998611746911
510,0.05,0.2,0.75,0.7772998611746911
511,0.05,0.21,0.74,0.7772998611746911
512,0.05,0.22,0.73,0.7772998611746911
513,0.05,0.23,0.72,0.7772998611746911
514,0.05,0.24,0.71,0.7772998611746911
515,0.05,0.25,0.7,0.7772998611746911
516,0.05,0.26,0.69,0.7772998611746911
517,0.05,0.27,0.68,0.7772998611746911
518,0.05,0.28,0.67,0.7772998611746911
519,0.05,0.29,0.66,0.7772998611746911
520,0.05,0.3,0.65,0.7772998611746911
521,0.05,0.31,0.64,0.7772998611746911
522,0.05,0.32,0.63,0.7772998611746911
523,0.05,0.33,0.62,0.7772998611746911
524,0.05,0.34,0.61,0.7772998611746911
525,0.05,0.35,0.6,0.7772998611746911
526,0.05,0.36,0.59,0.7772998611746911
527,0.05,0.37,0.58,0.7772998611746911
528,0.05,0.38,0.57,0.7772998611746911
529,0.05,0.39,0.56,0.7772998611746911
530,0.05,0.4,0.55,0.7772998611746911
531,0.05,0.41,0.54,0.7772998611746911
532,0.05,0.42,0.53,0.7772998611746911
533,0.05,0.43,0.52,0.7772998611746911
534,0.05,0.44,0.51,0.7772998611746911
535,0.05,0.45,0.5,0.7772998611746911
536,0.05,0.46,0.49,0.7772998611746911
537,0.05,0.47,0.48,0.7772998611746911
538,0.05,0.48,0.47,1.0
539,0.05,0.49,0.46,1.0
540,0.05,0.5,0.45,1.0
541,0.05,0.51,0.44,1.0
542,0.05,0.52,0.43,1.0
543,0.05,0.53,0.42,1.0
544,0.05,0.54,0.41,1.0
545,0.05,0.55,0.4,1.0
546,0.05,0.56,0.39,1.0
547,0.05,0.57,0.38,1.0
548,0.05,0.58,0.37,1.0
549,0.05,0.59,0.36,1.0
550,0.05,0.6,0.35,1.0
551,0.05,0.61,0.34,1.0
552,0.05,0.62,0.33,1.0
553,0.05,0.63,0.32,1.0
554,0.05,0.64,0.31,1.0
555,0.05,0.65,0.3,1.0
556,0.05,0.66,0.29,1.0
557,0.05,0.67,0.28,1.0
558,0.05,0.68,0.27,1.0
559,0.05,0.69,0.26,1.0
560,0.05,0.7,0.25,1.0
561,0.05,0.71,0.24,1.0
562,0.05,0.72,0.23,1.0
563,0.05,0.73,0.22,1.0
564,0.05,0.74,0.21,1.0
565,0.05,0.75,0.2,1.0
566,0.05,0.76,0.19,1.0
567,0.05,0.77,0.18,1.0
568,0.05,0.78,0.17,0.679178699175393
569,0.05,0.79,0.16,0.679178699175393
570,0.05,0.8,0.15,0.43782349911420193
571,0.05,0.81,0.14,0.679178699175393
572,0.05,0.82,0.13,0.679178699175393
573,0.05,0.83,0.12,0.679178699175393
574,0.05,0.84,0.11,0.679178699175393
575,0.05,0.85,0.1,0.679178699175393
576,0.05,0.86,0.09,0.679178699175393
577,0.05,0.87,0.08,0.679178699175393
578,0.05,0.88,0.07,0.679178699175393
579,0.05,0.89,0.06,0.679178699175393
580,0.05,0.9,0.05,0.679178699175393
581,0.05,0.91,0.04,0.679178699175393
582,0.05,0.92,0.03,0.679178699175393
583,0.05,0.93,0.02,0.679178699175393
584,0.05,0.94,0.01,0.679178699175393
585,0.06,0.0,0.94,0.7772998611746911
586,0.06,0.01,0.93,0.7772998611746911
587,0.06,0.02,0.92,0.7772998611746911
588,0.06,0.03,0.91,0.7772998611746911
589,0.06,0.04,0.9,0.7772998611746911
590,0.06,0.05,0.89,0.7772998611746911
591,0.06,0.06,0.88,0.7772998611746911
592,0.06,0.07,0.87,0.7772998611746911
593,0.06,0.08,0.86,0.7772998611746911
594,0.06,0.09,0.85,0.7772998611746911
595,0.06,0.1,0.84,0.7772998611746911
596,0.06,0.11,0.83,0.7772998611746911
597,0.06,0.12,0.82,0.7772998611746911
598,0.06,0.13,0.81,0.7772998611746911
599,0.06,0.14,0.8,0.7772998611746911
600,0.06,0.15,0.79,0.7772998611746911
601,0.06,0.16,0.78,0.7772998611746911
602,0.06,0.17,0.77,0.7772998611746911
603,0.06,0.18,0.76,0.7772998611746911
604,0.06,0.19,0.75,0.7772998611746911
605,0.06,0.2,0.74,0.7772998611746911
606,0.06,0.21,0.73,0.7772998611746911
607,0.06,0.22,0.72,0.7772998611746911
608,0.06,0.23,0.71,0.7772998611746911
609,0.06,0.24,0.7,0.7772998611746911
610,0.06,0.25,0.69,0.7772998611746911
611,0.06,0.26,0.68,0.7772998611746911
612,0.06,0.27,0.67,0.7772998611746911
613,0.06,0.28,0.66,0.7772998611746911
614,0.06,0.29,0.65,0.7772998611746911
615,0.06,0.3,0.64,0.7772998611746911
616,0.06,0.31,0.63,0.7772998611746911
617,0.06,0.32,0.62,0.7772998611746911
618,0.06,0.33,0.61,0.7772998611746911
619,0.06,0.34,0.6,0.7772998611746911
620,0.06,0.35,0.59,0.7772998611746911
621,0.06,0.36,0.58,0.7772998611746911
622,0.06,0.37,0.57,0.7772998611746911
623,0.06,0.38,0.56,0.7772998611746911
624,0.06,0.39,0.55,0.7772998611746911
625,0.06,0.4,0.54,0.7772998611746911
626,0.06,0.41,0.53,0.7772998611746911
627,0.06,0.42,0.52,0.7772998611746911
628,0.06,0.43,0.51,0.7772998611746911
629,0.06,0.44,0.5,0.7772998611746911
630,0.06,0.45,0.49,0.5621765008857981
631,0.06,0.46,0.48,0.7772998611746911
632,0.06,0.47,0.47,1.0
633,0.06,0.48,0.46,1.0
634,0.06,0.49,0.45,1.0
635,0.06,0.5,0.44,1.0
636,0.06,0.51,0.43,1.0
637,0.06,0.52,0.42,1.0
638,0.06,0.53,0.41,1.0
639,0.06,0.54,0.4,1.0
640,0.06,0.55,0.39,1.0
641,0.06,0.56,0.38,1.0
642,0.06,0.57,0.37,1.0
643,0.06,0.58,0.36,1.0
644,0.06,0.59,0.35,1.0
645,0.06,0.6,0.34,1.0
646,0.06,0.61,0.33,1.0
647,0.06,0.62,0.32,1.0
648,0.06,0.63,0.31,1.0
649,0.06,0.64,0.3,1.0
650,0.06,0.65,0.29,1.0
651,0.06,0.66,0.28,1.0
652,0.06,0.67,0.27,1.0
653,0.06,0.68,0.26,1.0
654,0.06,0.69,0.25,1.0
655,0.06,0.7,0.24,1.0
