0.054247,0.837505992,0.108247008,310.15,2
0.154247,0.737502381,0.108250619,310.15,2
0.254247,0.637500642,0.108252358,310.15,3
0.354247,0.537500079,0.108252921,310.15,3
0.454247,0.437497812,0.108255188,310.15,3
0.26274,0.412498993,0.324761007,310.15,2
0.508494,0.274998956,0.216507044,310.15,1
0.754247,0.137499478,0.108253522,310.15,1
0.408494,0.374994633,0.216511367,310.15,3
0.308494,0.475001358,0.216504642,310.15,3
0.654247,0.237500679,0.108252321,310.15,1
0.208494,0.575007407,0.216498593,310.15,3
0.108494,0.675000666,0.216505334,310.15,1
0.554247,0.337500333,0.108252667,310.15,1
0.16274,0.512499483,0.324760517,310.15,1
0.06274,0.612500099,0.324759901,310.15,1
0.111111111,0.488888631,0.400000258,310.15,4
0.333333333,0.366666473,0.300000194,310.15,1
0.555555556,0.244444316,0.200000129,310.15,1
0.777777778,0.122222158,0.100000065,310.15,1
0.2,0.4,0.4,310.15,1
0.4,0.3,0.3,310.15,4
0.6,0.2,0.2,310.15,4
0.8,0.1,0.1,310.15,1
0.090909091,0.40909139,0.49999952,310.15,4
0.272727273,0.327273112,0.399999616,310.15,1
0.454545455,0.245454834,0.299999712,310.15,1
0.636363636,0.163636556,0.199999808,310.15,1
0.818181818,0.081818278,0.099999904,310.15,1
0.166666667,0.333333025,0.500000309,310.15,4
0.333333333,0.26666642,0.400000247,310.15,1
0.5,0.199999815,0.300000185,310.15,1
0.666666667,0.13333321,0.200000124,310.15,1
0.833333333,0.066666605,0.100000062,310.15,1
0.076923077,0.323078538,0.599998385,310.15,2
0.230769231,0.269232115,0.499998654,310.15,1
0.384615385,0.215385692,0.399998923,310.15,1
0.538461539,0.161539269,0.299999192,310.15,1
0.692307692,0.107692846,0.199999462,310.15,1
0.846153846,0.053846423,0.099999731,310.15,1
0.142857143,0.257144559,0.599998299,310.15,2
0.285714286,0.214287132,0.499998582,310.15,1
0.428571429,0.171429706,0.399998866,310.15,1
0.571428571,0.128572279,0.299999149,310.15,1
0.714285714,0.085714853,0.199999433,310.15,1
0.066666667,0.233333701,0.699999632,310.15,4
0.2,0.200000315,0.599999685,310.15,1
0.333333333,0.166666929,0.499999737,310.15,1
0.466666667,0.133333543,0.39999979,310.15,1
0.6,0.100000158,0.299999843,310.15,1
0.733333333,0.066666772,0.199999895,310.15,1
0.866666667,0.033333386,0.099999947,310.15,1
0.125,0.175000219,0.699999781,310.15,2
0.25,0.150000188,0.599999812,310.15,4
0.375,0.125000157,0.499999843,310.15,1
0.5,0.100000125,0.399999875,310.15,1
0.625,0.075000094,0.299999906,310.15,1
0.058823529,0.141176601,0.799999869,310.15,4
0.176470588,0.123529526,0.699999886,310.15,4
0.294117647,0.105882451,0.599999902,310.15,4
0.411764706,0.088235376,0.499999918,310.15,1
0.529411765,0.070588301,0.399999935,310.15,1
0.647058824,0.052941225,0.299999951,310.15,1
0.764705882,0.03529415,0.199999967,310.15,1
0.882352941,0.017647075,0.099999984,310.15,1
0.111111111,0.088889145,0.799999744,310.15,4
0.222222222,0.077778002,0.699999776,310.15,1
0.333333333,0.066666858,0.599999808,310.15,1
0.444444444,0.055555715,0.49999984,310.15,1
0.555555556,0.044444572,0.399999872,310.15,1
0.666666667,0.033333429,0.299999904,310.15,1
