0.16,0.331,0.509,293.15,30
0.22,0.625,0.158,293.15,60
0.09,0.18,0.732,293.15,30
0.66,0.258,0.078,293.15,30
0.72,0.154,0.124,293.15,30
0.52,0.3,0.177,293.15,30
0.64,0.187,0.178,293.15,30
0.05,0.872,0.08,293.15,75
0.36,0.456,0.18,293.15,45
0.86,0.086,0.056,293.15,30
0.98,0.004,0.012,293.15,30
0.86,0.11,0.027,293.15,30
0.84,0.063,0.094,293.15,30
0.87,0.014,0.116,293.15,30
0,0.218,0.781,293.15,30
0.49,0.43,0.083,293.15,45
0.39,0.181,0.431,293.15,30
0.36,0.334,0.303,293.15,30
0.51,0.48,0.013,293.15,45
0.71,0.226,0.067,293.15,30
0.47,0.406,0.121,293.15,45
0.6,0.357,0.043,293.15,45
0.72,0.1,0.183,293.15,30
0.19,0.742,0.065,293.15,75
0.93,0.066,0.004,293.15,30
0.47,0.045,0.481,293.15,30
0.81,0.127,0.065,293.15,30
0.11,0.311,0.58,293.15,30
0.94,0.001,0.063,293.15,30
0.54,0.029,0.429,293.15,30
0.76,0.231,0.007,293.15,30
0.1,0.768,0.135,293.15,75
0.73,0.144,0.123,293.15,30
0.62,0.285,0.09,293.15,30
0.49,0.342,0.17,293.15,30
0.47,0.021,0.511,293.15,30
0.56,0.408,0.03,293.15,45
0.07,0.671,0.26,293.15,60
0.72,0.21,0.074,293.15,30
0.36,0.227,0.413,293.15,30
0.31,0.114,0.574,293.15,30
0.56,0.387,0.053,293.15,45
0.17,0.274,0.555,293.15,30
0.77,0.205,0.024,293.15,30
0.65,0.241,0.11,293.15,30
0.04,0.563,0.393,293.15,45
0.34,0.564,0.093,293.15,60
0.56,0.406,0.033,293.15,45
0.6,0.325,0.074,293.15,30
0.32,0.623,0.061,293.15,60
0.52,0.104,0.378,293.15,30
0.05,0.874,0.076,293.15,75
0.85,0.13,0.018,293.15,30
0.36,0.277,0.364,293.15,30
0.38,0.174,0.445,293.15,30
0.21,0.242,0.544,293.15,30
0.55,0.101,0.346,293.15,30
0.81,0.052,0.136,293.15,30
0.44,0.232,0.325,293.15,30
0.83,0.154,0.016,293.15,30
0.9,0.013,0.09,293.15,30
0.5,0.377,0.119,293.15,45
0.02,0.921,0.064,293.15,75
0.32,0.262,0.422,293.15,30
0.25,0.276,0.473,293.15,30
0.71,0.068,0.226,293.15,30
0.42,0.143,0.442,293.15,30
0.85,0.112,0.041,293.15,30
0.87,0.1,0.026,293.15,30
0.84,0.122,0.042,293.15,30
0.93,0.071,0.004,293.15,30
0.95,0.027,0.025,293.15,30
0.82,0.042,0.134,293.15,30
0.2,0.585,0.213,293.15,60
0.34,0.635,0.021,293.15,60
0.36,0.486,0.154,293.15,45
0.91,0.013,0.081,293.15,30
0.48,0.041,0.48,293.15,30
0.93,0.014,0.056,293.15,30
0.54,0.378,0.083,293.15,45
0.43,0.433,0.14,293.15,45
0.95,0.008,0.044,293.15,30
0,0.204,0.796,293.15,15
0.11,0.112,0.778,293.15,15
0,0.054,0.944,293.15,15
0.13,0.063,0.808,293.15,15
1,0.004,0,293.15,30
0.41,0.107,0.487,293.15,30
0.84,0.064,0.099,293.15,30
0.09,0.748,0.165,293.15,75
0.64,0.198,0.161,293.15,30
0.42,0.262,0.317,293.15,30
0.31,0.068,0.619,293.15,30
0.47,0.402,0.129,293.15,45
0.7,0.302,0.002,293.15,30
0.42,0.506,0.071,293.15,45
0.25,0.47,0.278,293.15,45
0.96,0.026,0.009,293.15,30
0.17,0.771,0.062,293.15,75
0.13,0.726,0.148,293.15,75
0.02,0.729,0.251,293.15,75
0.1,0.889,0.015,293.15,75
