,g,C,ERR
273,0.21,20600,0.21428571428571425
274,0.1,20800,0.21428571428571425
275,1.44,21000,0.21428571428571425
276,0.1,21200,0.21428571428571425
277,0.07,21400,0.21428571428571425
278,0.16,21600,0.21428571428571425
279,0.42,21600,0.21428571428571425
280,0.15,22000,0.21428571428571425
281,0.12,22400,0.21428571428571425
282,0.17,22400,0.21428571428571425
283,0.41,22400,0.21428571428571425
284,0.11,23000,0.21428571428571425
285,0.1,23600,0.21428571428571425
286,0.11,23600,0.21428571428571425
287,0.16,23600,0.21428571428571425
288,0.25,23600,0.21428571428571425
289,0.37,23600,0.21428571428571425
290,0.87,23600,0.21428571428571425
291,0.15,24000,0.21428571428571425
292,0.56,24200,0.21428571428571425
293,0.18,24400,0.21428571428571425
294,0.44,24400,0.21428571428571425
295,0.15,24800,0.21428571428571425
296,1.06,200,0.21428571428571427
297,1.31,200,0.21428571428571427
298,1.34,200,0.21428571428571427
299,1.05,400,0.21428571428571427
300,1.06,400,0.21428571428571427
301,0.97,600,0.21428571428571427
302,0.15,800,0.21428571428571427
303,0.61,800,0.21428571428571427
304,1.11,800,0.21428571428571427
305,0.39,1000,0.21428571428571427
306,0.58,1000,0.21428571428571427
307,0.77,1000,0.21428571428571427
308,0.4,1200,0.21428571428571427
309,0.49,1200,0.21428571428571427
310,0.52,1200,0.21428571428571427
311,0.56,1200,0.21428571428571427
312,0.81,1200,0.21428571428571427
313,0.27,1400,0.21428571428571427
314,0.3,1400,0.21428571428571427
315,0.52,1400,0.21428571428571427
316,0.66,1400,0.21428571428571427
317,0.27,1600,0.21428571428571427
318,0.32,1800,0.21428571428571427
319,0.6,1800,0.21428571428571427
320,0.34,2000,0.21428571428571427
321,0.54,2000,0.21428571428571427
322,0.26,2200,0.21428571428571427
323,0.2,2400,0.21428571428571427
324,0.29,2600,0.21428571428571427
325,0.35,2600,0.21428571428571427
326,0.36,2600,0.21428571428571427
327,0.45,2600,0.21428571428571427
328,0.24,3200,0.21428571428571427
329,0.25,3400,0.21428571428571427
330,0.23,3600,0.21428571428571427
331,0.27,3600,0.21428571428571427
332,0.32,3800,0.21428571428571427
333,0.27,4000,0.21428571428571427
334,0.24,4200,0.21428571428571427
335,0.32,4200,0.21428571428571427
336,0.93,4800,0.21428571428571427
337,0.21,5200,0.21428571428571427
338,0.27,5200,0.21428571428571427
339,1.01,5200,0.21428571428571427
340,0.52,5400,0.21428571428571427
341,0.23,5600,0.21428571428571427
342,0.26,5600,0.21428571428571427
343,0.28,5600,0.21428571428571427
344,0.74,6000,0.21428571428571427
345,0.22,6400,0.21428571428571427
346,0.15,6600,0.21428571428571427
347,0.26,6600,0.21428571428571427
348,0.7,6600,0.21428571428571427
349,0.14,6800,0.21428571428571427
350,0.16,7200,0.21428571428571427
351,0.24,7200,0.21428571428571427
352,0.32,7400,0.21428571428571427
353,0.33,7400,0.21428571428571427
354,0.15,7600,0.21428571428571427
355,0.2,7600,0.21428571428571427
356,0.2,7800,0.21428571428571427
357,0.32,8000,0.21428571428571427
358,0.65,8000,0.21428571428571427
359,0.16,8200,0.21428571428571427
360,0.14,8400,0.21428571428571427
361,0.15,8600,0.21428571428571427
362,0.26,8800,0.21428571428571427
363,0.5,9000,0.21428571428571427
364,0.22,9600,0.21428571428571427
365,0.16,9800,0.21428571428571427
366,0.17,9800,0.21428571428571427
367,0.18,9800,0.21428571428571427
368,0.24,10000,0.21428571428571427
369,0.14,10200,0.21428571428571427
370,0.18,10200,0.21428571428571427
371,0.13,10400,0.21428571428571427
372,0.24,10600,0.21428571428571427
373,0.5,10800,0.21428571428571427
374,0.35,11000,0.21428571428571427
375,0.14,11200,0.21428571428571427
376,0.18,11200,0.21428571428571427
377,0.19,11200,0.21428571428571427
378,0.58,11600,0.21428571428571427
379,0.17,11800,0.21428571428571427
380,0.18,11800,0.21428571428571427
381,1.49,12600,0.21428571428571427
382,0.13,12800,0.21428571428571427
383,0.14,13000,0.21428571428571427
384,0.18,13200,0.21428571428571427
385,0.43,13400,0.21428571428571427
386,0.27,13600,0.21428571428571427
387,0.14,14000,0.21428571428571427
388,0.17,14000,0.21428571428571427
389,1.24,14000,0.21428571428571427
390,0.28,14600,0.21428571428571427
391,0.11,14800,0.21428571428571427
392,0.13,14800,0.21428571428571427
393,0.17,14800,0.21428571428571427
394,0.18,14800,0.21428571428571427
395,0.14,15400,0.21428571428571427
396,0.63,15400,0.21428571428571427
397,0.12,15800,0.21428571428571427
398,0.1,16000,0.21428571428571427
399,0.45,16800,0.21428571428571427
400,0.33,17000,0.21428571428571427
401,0.09,17200,0.21428571428571427
402,0.14,17200,0.21428571428571427
403,0.13,17400,0.21428571428571427
404,0.16,17400,0.21428571428571427
405,0.14,17600,0.21428571428571427
406,0.09,18000,0.21428571428571427
407,0.22,18000,0.21428571428571427
408,1.3,18400,0.21428571428571427
409,0.14,18600,0.21428571428571427
410,0.13,18800,0.21428571428571427
411,0.31,19200,0.21428571428571427
412,0.45,19200,0.21428571428571427
413,0.13,19400,0.21428571428571427
414,0.37,19600,0.21428571428571427
415,1.36,19600,0.21428571428571427
416,0.19,19800,0.21428571428571427
417,0.09,20000,0.21428571428571427
418,0.12,20000,0.21428571428571427
419,0.18,20000,0.21428571428571427
420,0.48,20000,0.21428571428571427
421,0.08,20200,0.21428571428571427
422,0.16,20200,0.21428571428571427
423,0.13,20600,0.21428571428571427
424,0.23,20800,0.21428571428571427
425,1.15,20800,0.21428571428571427
426,0.12,21000,0.21428571428571427
427,0.21,21000,0.21428571428571427
428,0.24,21000,0.21428571428571427
429,0.15,21200,0.21428571428571427
430,1.16,21600,0.21428571428571427
431,0.15,21800,0.21428571428571427
432,0.95,21800,0.21428571428571427
433,0.12,22000,0.21428571428571427
434,1.09,22000,0.21428571428571427
435,1.15,22200,0.21428571428571427
436,0.07,22400,0.21428571428571427
437,0.33,22400,0.21428571428571427
438,0.12,22800,0.21428571428571427
439,0.24,22800,0.21428571428571427
440,0.08,23000,0.21428571428571427
441,0.25,23000,0.21428571428571427
442,0.26,23000,0.21428571428571427
443,1.45,23000,0.21428571428571427
444,0.11,23400,0.21428571428571427
445,0.16,23400,0.21428571428571427
446,0.17,23400,0.21428571428571427
447,1.26,23400,0.21428571428571427
448,0.12,24000,0.21428571428571427
449,0.12,24200,0.21428571428571427
450,0.08,24400,0.21428571428571427
451,0.22,24600,0.21428571428571427
452,1.23,24600,0.21428571428571427
453,0.09,24800,0.21428571428571427
454,0.34,200,0.2285714285714285
455,0.47,200,0.2285714285714285
