0,0.9,0.1,300.15,5
0.33333,0.56667,0.1,300.15,1
0,0.008,0.992,300.15,5
0.5,0.4,0.1,300.15,1
0.6,0.3,0.1,300.15,1
0.66667,0.23333,0.1,300.15,1
0.7,0,0.2999999,300.15,2
0,0.7,0.3,300.15,5
0.33333,0.46667,0.2,300.15,1
0.666667,0.23333,0.100003,300.15,3
0.142857,0.557143,0.3,300.15,1
0.428571,0.371429,0.2,300.15,1
0.714286,0.185714,0.1,300.15,2
0,0.6,0.4,300.15,5
0.25,0.45,0.3,300.15,1
0.5,0.3,0.2,300.15,2
0.75,0.15,0.1,300.15,2
0.111111111,0.488888889,0.4,300.15,4
0.333333333,0.366666667,0.3,300.15,1
0.555555556,0.244444444,0.2,300.15,2
0.777777778,0.122222222,0.1,300.15,2
0,0.5,0.5,300.15,5
0.2,0.4,0.4,300.15,3
0.4,0.3,0.3,300.15,3
0.6,0.2,0.2,300.15,2
0.8,0.1,0.1,300.15,2
0.090909091,0.409090909,0.5,300.15,4
0.272727273,0.327272727,0.4,300.15,1
0.454545455,0.245454545,0.3,300.15,2
0.636363636,0.163636364,0.2,300.15,2
0.818181818,0.081818182,0.1,300.15,2
0,0.4,0.6,300.15,5
0.166666667,0.333333333,0.5,300.15,1
0.333333333,0.266666667,0.4,300.15,1
0.5,0.2,0.3,300.15,1
0.666666667,0.133333333,0.2,300.15,2
0.833333333,0.066666667,0.1,300.15,2
0.076923077,0.323076923,0.6,300.15,4
0.230769231,0.269230769,0.5,300.15,3
0.384615385,0.215384615,0.4,300.15,3
0.538461538,0.161538462,0.3,300.15,1
0.692307692,0.107692308,0.2,300.15,1
0.846153846,0.053846154,0.1,300.15,2
0,0.3,0.7,300.15,5
0.142857143,0.257142857,0.6,300.15,1
0.285714286,0.214285714,0.5,300.15,3
0.428571429,0.171428571,0.4,300.15,2
0.571428571,0.128571429,0.3,300.15,2
0.714285714,0.085714286,0.2,300.15,2
0.857142857,0.042857143,0.1,300.15,2
0.066666667,0.233333333,0.7,300.15,4
0.2,0.2,0.6,300.15,1
0.333333333,0.166666667,0.5,300.15,3
0.466666667,0.133333333,0.4,300.15,2
0.6,0.1,0.3,300.15,2
0.733333333,0.066666667,0.2,300.15,2
0.866666667,0.033333333,0.1,300.15,2
0,0.2,0.8,300.15,5
0.125,0.175,0.7,300.15,1
0.25,0.15,0.6,300.15,3
0.375,0.125,0.5,300.15,2
0.5,0.1,0.4,300.15,2
0.625,0.075,0.3,300.15,2
0.75,0.05,0.2,300.15,2
0.875,0.025,0.1,300.15,2
0.058823529,0.141176471,0.8,300.15,4
0.176470588,0.123529412,0.7,300.15,1
0.294117647,0.105882353,0.6,300.15,3
0.411764706,0.088235294,0.5,300.15,2
0.529411765,0.070588235,0.4,300.15,2
0.647058824,0.052941176,0.3,300.15,2
0.764705882,0.035294118,0.2,300.15,2
0.882352941,0.017647059,0.1,300.15,2
0,0.1,0.9,300.15,5
0.111111111,0.088888889,0.8,300.15,1
0.222222222,0.077777778,0.7,300.15,2
0.333333333,0.066666667,0.6,300.15,2
0.444444444,0.055555556,0.5,300.15,2
0.555555556,0.044444444,0.4,300.15,2
0.666666667,0.033333333,0.3,300.15,2
0.777777778,0.022222222,0.2,300.15,2
0.888888889,0.011111111,0.1,300.15,2
0.052631579,0.047368421,0.9,300.15,1
0.157894737,0.042105263,0.8,300.15,1
0.263157895,0.036842105,0.7,300.15,2
0.368421053,0.031578947,0.6,300.15,2
0.473684211,0.026315789,0.5,300.15,2
0.578947368,0.021052632,0.4,300.15,2
0.684210526,0.015789474,0.3,300.15,2
0.789473684,0.010526316,0.2,300.15,2
0.894736842,0.005263158,0.1,300.15,2

